Sr No, Blood Bank Name, State, District, City, Address, Website, Qualification Nodal Officer, Category, Blood Component Available, Apheresis, Service Time, Latitude, Longitude
1411,Prince Aly Khan Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,"Aga Hall, Nesbit Road, Mazgaon, Mumbai ",http://info@pakh.net,MD (Pathology),Charity,YES,YES,24x7,18.97084,72.836617
1412,Dr. R. N. Cooper General Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,"North south Road No-1, Juhu, Vile-Parle (W) Mumbai",,MD (Pathology),Government,NO,NO,24x7,19.107714,72.835618
1413,Rajawadi Blood Bank - Seth V. C. Gandhi & M. A. Vora Municipal General Hospital,Maharashtra,MUMBAI,Mumbai,"Seth V. C. Gandhi and M. A. Vora M, Rajawadi, Ghatkopar-(E), Mumbai",,MBBS,Government,NO,NO,24x7,19.079304,72.901693
1414,S. L. Raheja Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,"Mahim, Raheja Rugnalaya Marg, Mumbai",,"MBBS, DPH",Charity,YES,YES,24x7,19.046572,72.842207
1415,S. R. Mehta and Sir. K.P. Cardiac Institute Blood Bank,Maharashtra,MUMBAI,Mumbai,"Plot No. 96, Road No.31, King Circle Sion, (E) Mumbai  ",,MD,Charity,YES,YES,24x7,19.032412,72.85958
1416,Saifee Hospital Trust Blood Bank,Maharashtra,MUMBAI,Mumbai,"15/17, Maharishi Karve Marg, Opposite to Charni Road Station Mumbai",http://www.write@saifee.com,"MBBS, DPB",Charity,YES,YES,24x7,18.952471,72.818058
1417,Sarvodaya Hospital Samarpan Blood Bank,Maharashtra,MUMBAI,Mumbai,"Office Building, 2nd Floor, Sarvodaya Hospital, LBS  Marg, Ghatkopar (W), Mumbai",,B.Sc. (Micro) & PGDMLT,Charity,YES,YES,24x7,19.089801,72.907187
1418,Seven Hills Health Care Private Limited Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,"Blood Bank, 2nd Floor, Block-16, Seven Hills Hospital,  Survey No.155, 156, 162 - 168 Part, Marol - Maroshi Road,  
Andheri (E), Mumbai ",,"MBBS, MD",Private,YES,YES,24x7,19.117797,72.87809
1419,Shushrusha Citizens Co-operative Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,"698-B Ranade Road, Dadar, Mumbai",,"MBBS, MD",Charity,YES,,24x7,19.023426,72.837899
1420,Sir J.J.Group of Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,"Main Building, Ground Floor, Sir J. J. Hospital, Byculla, Mumbai",http://www.gmcjjh.org,"MBBS, MD",Government,NO,NO,24x7,18.962909,72.833639
1421,Sir J.J.Mahanagar Rakthapedhi,Maharashtra,MUMBAI,Mumbai,"Sir J.J Mahanagar Raktapedhi, F. D. Petit Building, J.J.Campus, J. J. Road, Byculla, Mumbai ",http://www.mahasbtc.com,MD (Pathalogy),Charity,YES,YES,24x7,18.963334,72.832489
1422,Saint George&#39;s Hospital & Regional  Blood Bank,Maharashtra,MUMBAI,Mumbai,"Saint George&#39;s Hospital, Behind General Post Office, 
P. D&#39;Mello Road, Fort, Mumbai",http://www.stgeorgeshospital.in,MD (Pathalogy),Government,YES,,24x7,18.94027,72.837319
1423,Tata Memorial Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,"5th Floor, Service Block, Dr. E. Borges Road, Parel, Mumbai ",http://www.tmc.gov.in,"MD(Pathalogy), DTM, PGDMLS",Government,YES,YES,24x7,19.004856,72.842945
1424,The B.D. Petit Parsee General Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,"B.Petit Road, Cumballa Hill,  Mumbai",,"MBBS, MD",Charity,YES,,24x7,18.968704,72.805743
1425,V. N. Desai Municipal General Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,"T. P. S. II, 11th Road, Santacruz (E) Mumbai",,MBBS,Government,NO,NO,8.00am to 9.00pm (Sunday&#39;s & public holidays closed),19.078822,72.844994
1426,West Coast Blood Bank,Maharashtra,MUMBAI,Mumbai,"Basement 101, Moon Building, 798, Mori Road, Mahim(W), Mumbai",,MBBS,Private,YES,NO,24x7,19.042954,72.84073
1427,M/s. Balasaheb Thackerey Blood Bank,Maharashtra,MUMBAI,Mumbai,Mumbai,,,Private,,,,0.0,0.0
1428,M/s. Pallavi Blood Bank,Maharashtra,MUMBAI,Mumbai,Mumbai,,,Private,,,,0.0,0.0
1429,"ESI-PGIMSR, MGM Hospital Blood Bank",Maharashtra,MUMBAI,Mumbai,Mumbai,,,Government,,,,0.0,0.0
1430,M/s Sion Blood Bank,Maharashtra,MUMBAI,Mumbai,Mumbai,,,Private,,,,0.0,0.0
1431,Harkisandas  Marottamdas Hospital Blood Bank,Maharashtra,MUMBAI,Mumbai,Mumbai,,,Private,,,,0.0,0.0
1432,Government Medical College Blood Bank Nagpur,Maharashtra,NAGPUR,Nagpur,"Model Blood Bank, 2nd Floor, Hospital Building, Government Medical College & Hospital, Nagpur  ",,MD (Pathalogy),Government,YES,NO,24x7,21.126097,79.097101
1433,Super Speciality Hospital and Medical Post Graduate Institute Blood Bank,Maharashtra,NAGPUR,Nagpur,"Maenad Road, Near RST Cancer Hospital, Nagpur",,MD (Pathalogy),Government,NO,NO,24x7,21.123952,79.102367
1434,Indira Gandhi Medical College and Hospital Blood Bank,Maharashtra,NAGPUR,Nagpur,"IGMC Hospital, Central Avenue Road, Nagpur ",,"MBBS, MD (Pathology)",Government,YES,NO,24 Hours,21.153917,79.092894
1435,Daga Memorial Women Government Hospital Blood Bank,Maharashtra,NAGPUR,Nagpur,"Gandhibag, Nagpur",,MD (Micro),Government,NO,NO,24 hours,21.151511,79.105434
1436,Central India Institute of Haematology & Oncology&#39;s Blood & Blood Component Bank and Apheresis Unit,Maharashtra,NAGPUR,Nagpur,"Plot No-14/2, Park Corner, Bal Raj Marg, Near Loma Square, Dhantoli, Nagpur",,"MBBS, MD, DCH",Private,YES,YES,24 hours,21.134731,79.080223
1437,Jeevan Jyoti Blood Bank and Component,Maharashtra,NAGPUR,Nagpur,"J P Chamber, Madhav Nagar, Dakshin Ambakshari Road  Nagpur",,"MBBS, MD",Charity,YES,YES,24x7,21.123051,79.057149
1438,Dr. Hegdewar Blood Bank,Maharashtra,NAGPUR,Nagpur,"2, Sitaram Smruti, West High Court Road, Laxmibhuvan Square, Audumbar Apartment, Dharmpeth, Nagpur ",,MBBS,Charity,YES,NO,24 hours,21.140579,79.060505
1439,Sainath Blood Bank,Maharashtra,NAGPUR,Nagpur,"531,Jaiswal Building, Above R.K. Traders, Old shukrawari Road, Sakkardara Nagpur",,MD (Pathalogy),Charity,YES,NO,24 hours,21.134294,79.076369
1440,Ayush Blood Bank and component Lab,Maharashtra,NAGPUR,Nagpur,"9th Floor, A wing, 901-905, 910-912, Lokmat Building, Nagpur",,MD (Pathalogy),Charity,YES,NO,24 hours,21.135231,79.072978
1441,Lifeline Blood Bank Components and Apherisis Centre Blood Bank,Maharashtra,NAGPUR,Nagpur,"Neeti Gaurav complex , 2nd Floor, Central Bazar Road, Lokmat Square, Ramdaspeth, Nagpur ",httpS://www.lifeline.com,MD (Pathalogy),Charity,YES,YES,24 hours,21.138999,79.063093
1442,Rainbow Blood Bank,Maharashtra,NAGPUR,Nagpur,"3rd Floor, 282, Rainbow Diagnostic Services Central Bazar Road, Ramdas Peth, Nagpur",,MD (Pathalogy),Charity,YES,NO,24 hours,21.133584,79.072736
1443,"NKP Salve Institute of Medical Science and Research Center (Lata Mangeshkar Hospital), Blood Bank",Maharashtra,NAGPUR,Nagpur,"5, YMCA Complex, Digdoh Hills, Hingna Road, Nagpur",,MBBS,Charity,YES,NO,24x7,21.144346,79.078848
1444,Nandkishor Education Society Trust - Arpan Voluntary Blood Bank,Maharashtra,NAGPUR,Nagpur,Nagpur,,,Charity,,,,0.0,0.0
1445,Dr. Shankarrao Chavan Government Medical College and Guru Govindsinghji Memorial Hospital Blood Bank,Maharashtra,NANDED,Nanded,"Vazirabad, Nanded ",,MD (Pathalogy),Government,YES,YES,24x7,19.109305,77.29295
1446,Indian Red Cross Society Blood Bank,Maharashtra,NANDED,Nanded,"Parsi Anjuman Complex, Vazirabad, Nanded      ",,MD (Pathalogy),Charity,YES,,24x7,17.399811,78.485456
1447,Golvalkar Guruji Blood Bank,Maharashtra,NANDED,Nanded,"Plot No.2-12-407, Bandhaghat Road, Vazirabad, Nanded",,,Charity,,,,19.168646,77.326553
1448,Arpan Blood Bank,Maharashtra,NANDED,Nanded,"2nd Floor, Dayma Complex, Doctor Lane, Ghamodia,Nanded",,,Charity,,,,19.161084,77.303022
1449,Guru Gobindsinghji Blood Bank,Maharashtra,NANDED,Nanded,"Geeta Bhavan 1 & 2 Floor, House No 3-1-366, Near Government, Opposite to Ayurvedic College, Bus Stand Road, Vazirabad, Nanded          ",,MBBS,Charity,YES,NO,24 hours,19.156029,77.309
1450,Nanded Blood Bank,Maharashtra,NANDED,Nanded,"Shivaji Nagar ,Opposite to Adhar Hospital, Nanded ",,MD (Pathalogy),Charity,YES,,24x7,19.161264,77.304543
1451,Hazur Saheb Blood Bank,Maharashtra,NANDED,Nanded,"2nd Floor, Opposite to Bank of India, Sant Kripa Market, GG Road, Nanded ",,MD (Pathalogy),Charity,YES,,24x7,19.153093,77.318654
1452,Civil Surgeon - District General Hospital Blood Bank,Maharashtra,NANDURBAR,Nandurbar,"Nandurbar, Railway Station Road Survey No.406, Civil Hospital Compound,  Sakri Road, Near Collector Office Nandurbar  ",,MD (Pathalogy),Government,NO,NO,24x7,21.33867,74.234768
1453,Sahada Blood Bank - Shree Swami  Samartha Vaidyakiya  Shaikshanik and Sanshodhan Sanstha ,Maharashtra,NANDURBAR,Nandurbar,"C/o. 1st Floor, Shushrut Hospital, Khetiya Road, Survey 
No. 67/3, Plot No. 3, Sahada, Nandurbar",,MBBS,Charity,NO,NO,24x7,21.554798,74.472874
1454,Jankalyan Rakta Pedhi,Maharashtra,NANDURBAR,Nandurbar,"Nandurbar,1st Floor, Vivekanand Hospital, Desaipura, Nandurbar ",,MD (Pathalogy),Charity,NO,NO,24x7,21.36433536,74.24463853
1455,Malegaon Blood Bank,Maharashtra,NASHIK,Malegaon,"2nd Floor, West End Complex, Satana Naka, Malegaon ",,MD (Pathalogy),Charity,YES,YES,24 Hours,20.55474,74.524396
1456,Seva Blood Bank,Maharashtra,NASHIK,MALEGAON,"Nilkanth Building, Satana Naka, Satana Road, Malegaon, Nashik",,,Charity,YES,NO,24x7,20.552689,74.516643
1457,Roachabai Sugnomal Manwani - Cantonment General Hospital Blood Bank,Maharashtra,NASHIK,Nashik,"Vadner Road, Devlali, Nashik",,,Government,,,,19.903354,73.825824
1458,Metro Blood Bank - District (Civil) Hospital Nashik,Maharashtra,NASHIK,Nashik,"District - Civil Hospital Blood Bank, Near Thakkar Bazaar,  Trimbak Naka, Nashik",,MD (Pathalogy),Government,YES,,24x7,19.996886,73.778198
1459,Sainik Aspatal Military Hospital Blood Bank,Maharashtra,NASHIK,Nashik,"Sainik Aspatal, Military Hospital, Deolali",,MD (Pathology),Government,,,,19.9483203,73.841866
1460,Ansar Blood Bank,Maharashtra,NASHIK,Nashik,"1398/1, Islampura, Industrial Society Compound, Quidwai Road, Malegaon, Nasik",,,Charity,NO,,24x7,20.552043,74.532641
1461,Arpan Blood Bank and Blood Component Laboratory and Research Centre,Maharashtra,NASHIK,Nashik,"1st Floor, Office No.102/103, Dr. Athawale Chambers, Opposite to Gavkari Press Tilak Path, Nashik 
",,MD (Pathalogy),Charity,YES,,24x7,20.004874,73.787164
1462,Jankalyan Blood Bank,Maharashtra,NASHIK,Nashik,"3, Shree Nagar, Old Gangapur Naka, Gangapur Road, Nashik
",,"MBBS, MD (Pathalogy)",Charity,YES,YES,24x7,20.008838,73.7702
1463,NDMVPS Medical College and Hospital Blood Bank,Maharashtra,NASHIK,Nashik,At Post Adgaon Dist Nashik ,,,Charity,YES,,24x7,20.037363,73.852998
1464,Samta Blood Bank,Maharashtra,NASHIK,Nashik,"F-1, 1st Floor Suyojit Comercial Complex, Mumbai Agra Highway, Below Data Mastics, Mumbai Naka, Nashik 
",,,Charity,YES,YES,24x7,19.984791,73.782607
1465,Sanjeevani Blood Bank,Maharashtra,NASHIK,Nashik,"Nashik, Krushna-Chaya Bangla, Plot No. 10/11, Kurdukar Nagar, Behind Fame Theatre, Nashik Pune Road, Nashik ",,,Charity,,,24x7,19.975586,73.803963
1466,Jijau Mahila Sevabhavi Sansthan Nashik Blood Bank and Transfusion Research institute Blood Bank,Maharashtra,NASHIK,Nashik,"Ishwar Krupa Ganesh Nagar, Tidke Colony, Nashik ",,,Charity,,,,19.990656,73.775241
1467,The Santajee Educational and Medical foundation Trust - Jeevan  Blood Bank ,Maharashtra,NASHIK,Nashik,"Suyojit City Center, G-11, 12, 13, S. No. 567/1/1 & 567/1/3 (CTS No. 7249 & FP No. 60) Mumbai Naka, Near Mahamarg Bus Stand, Nashik 
",,"MBBS, DCP",Charity,YES,,24x7,19.987781,73.784138
1468,SMBT Institute of Medical Science and Research Centre - Blood Bank and Component,Maharashtra,NASHIK,Nashik,"SMBT Institute of Medical Science & Research Centre, Blood Bank & Component,  Block-101, Ground Floor, A Wing, New SMBT Hospital Building, Survey No. 470, Nandihills Appt., At Post-Dhamangaon, Ghoti, Igatpuri, Nashik
",,MD (Pathology),Charity,YES,,24x7,19.76062,73.769851
1469,Hindustan Aeronautics Limited Blood Bank,Maharashtra,NASHIK,Nashik,"HAL, Aircraft Division, HAL, In Front of GES HAL High School, Ojhar Township, Niphad, Nashik
",,MBBS,Government,NO,,24x7,20.105897,73.931932
1470,J.D.C. Bytco Hospital Blood Bank,Maharashtra,NASHIK,Nashik,"1st Floor, Bytco Hospital, Nashik Road, Behind Durga Garden, Shahu Path, Nashik",,"MD, DVD",Government,NO,NO,,19.949132,73.838742
1471,Regional Referal Hospital Blood Bank,Maharashtra,NASHIK,Nashik,"Medical Superintendent, Regional Referal Hospital (Superspeciality Hospital) Blood Bank, Nashik",,,Government,,,,0.0,0.0
1472,Shri Krishna Blood Bank,Maharashtra,OSMANABAD,Omerga,"Dr. Patange Hospital Building, Ajay Nagar Omerga, Omerga,  Osmanabad  ",,"MS, FICS",Charity,YES,NO,24x7,17.83503,76.622149
1473,"Civil Surgeon, General Hospital Blood Bank",Maharashtra,OSMANABAD,Osmanabad,"Civil Hospital Osmanabad, Tqand, Osmanabad ",,MD (Pathalogy),Government,YES,YES,24x7,18.18077,76.034735
1474,Civil Surgeon - District General Hospital Blood Bank,Maharashtra,PARBHANI,Parbhani,"Blood Bank Civil Surgeon, District General Hospital Blood Bank, Subhash Road, Parbhani
",,MD (Pathalogy),Government,YES,,24x7,19.271699,76.765032
1475,Kanthak Sevabhavi Sanstha - New Life Blood  Bank,Maharashtra,PARBHANI,Parbhani,"Plot No 22, Survey No 389 and 394, Beside Gurudwara, Station Road, Parbhani ",,"MBBS, MD",Charity,YES,,24x7,19.273124,76.782625
1476,Indian Red Cross Society Blood Bank,Maharashtra,PUNE,Baramati,"Indian Red Cross Society (IRCS), (Late Manikbai Chandulal Saraf) Blood Bank, Near Government Silver Jubilee Hospital, Patas Road, Baramati, Pune",,MBBS,Charity,YES,,24 Hours ,18.152597,74.574996
1477,Pune Chest and General Hospital Blood Bank,Maharashtra,PUNE,Pune,"Aundh Cest Hospital, Aundh Camp, Pune",,"MBBS, MD",Government,NO,NO,10am to 5pm,18.575032,73.80537
1478,Sasoon Sarvopchar Hospital Blood Bank,Maharashtra,PUNE,Pune,"Ground Floor, Section 5, Opposite to Central Medical Stores, Station Road, Pune",http://www.sasoonhospitalpune,MD (Pathology),Government,YES,NO,24 hours,18.515846,73.858714
1479,Armed Forces Blood Bank,Maharashtra,PUNE,Pune,"Vanwadi Armed Force Medical College, Pune",,MBBS ,Government,YES,YES,10am to 5pm,18.505159,73.889694
1480,Jankalyan Raktapedhi Pune,Maharashtra,PUNE,Pune,"1003, Shukrawar Peth, Swargate - Saras Baugh Road, Near Natraj Hotel, Pune",http://www.janakalyanbloodbank.org,"MBBS, DCP",Charity,YES,YES,24 hours,18.50092,73.857531
1481,Inlaks Budharani Hospital Blood Bank,Maharashtra,PUNE,Pune,"7-9, Koregaon Park, Pune",,MD,Charity,YES,,10am to 5pm,18.534391,73.887409
1482,Indian Serological Institute Blood Bank,Maharashtra,PUNE,Pune,"21, Anand Baugh, Navi Peth, Near Vaikunth, Pune",,MBBS,Charity,YES,YES,24 Hrs,18.506291,73.84264
1483,Acharya Anandrushiji Blood Bank,Maharashtra,PUNE,Pune,"191-192, New Sadashiv Peth, S. M. Joshi Foundation Building, Near Patrakar Bhavan, Pune",,MD,Charity,YES,,10am to 5pm,18.508647,73.844846
1484,Akshay Blood Bank,Maharashtra,PUNE,Pune,"Survey No.10/1/3, Unnati Nagar, Bantar High School, Hadapsar, Pune",,MD (Pathology),Charity,YES,,24x7,18.47143,73.959674
1485,Garware Blood Bank - Talegaon Rural Hospital,Maharashtra,PUNE,Pune,"Talegaon Dhabhade, Maval, Pune ",,"MBBS, DPB",Charity,YES,YES,10am to 5pm,18.735319,73.675984
1486,Jehangir Hospital Blood Bank,Maharashtra,PUNE,Pune,"32, Sasoon Road, Pune ",http://jehangirhospital.com/,MD (Pathology),Charity,YES,NO,24 X 7,18.530392,73.876808
1487,KEM Hospital Blood Bank,Maharashtra,PUNE,Pune,"Sardar Moodliar Road, Rastha Peth, Pune",,MBBS,Charity,YES,NO,10am TO 5pm,18.519784,73.866906
1488,Grant Medical Foundation A.H. Wadia Trust Blood Bank,Maharashtra,PUNE,Pune,"40, Sassoon Road, Ruby Hall Clinic, Post Box No. 70, Pune",,MD (Pathology),Charity,YES,YES,08am to 5pm,18.533369,73.876939
1489,Bharati Vidyapeeth Medical Foundation Blood Bank,Maharashtra,PUNE,Pune,"Sector - 28, Dhankawadi, Pune Satara Road, Pune",,MBBS,Charity,YES,,10am to 5pm,18.459914,73.855994
1490,Padmashree Dr. D.Y. Patil (Vishweshwar) Blood Bank,Maharashtra,PUNE,Pune,"Padmashree, Dr. D. Y. Patil Medical College Hospital, Sant Tukaram Nagar, Pimpari, Pune",,MD (Pathology),Charity,YES,,10am to 5pm ,18.624175,73.82126
1491,Deenanath Mangeshkar Hospital Blood Bank,Maharashtra,PUNE,Pune,"Erandawane, Near Mhatre Bridge, Pune",,MD (Pathology)	,Charity,YES,,24x7,18.502108,73.832232
1492,Poona Serological Institute Blood Bank,Maharashtra,PUNE,Pune,"C.T.S. No. 592, 3rd Floor, Dhanwantari Complex, Rasta Peth, Pune",,MD (Pathology),Charity,YES,,10am to 5pm,18.516656,73.866532
1493,Sahiyadari Speciality Hospital Blood Bank,Maharashtra,PUNE,Pune,"Kokoan Mitra Mandal Medical Port Trust&#39;s Sahiyadari Speciality Hospital Blood Bank, Plot No-30 C, Erandvane, Karve Road, Pune ",,MD (Pathology),Charity,YES,,10am to 5pm,18.513091,73.839308
1494,Aditya Birla Memorial Hospital Blood Bank,Maharashtra,PUNE,Pune,"Survey No:31, Near Morya Mangal Karyalay, Thergaon, Chinchwad, Pune ",,MD (Transfusion Medicine),Charity,YES,YES,10am to 5pm,18.625716,73.774775
1495,Rakesh Jain Memorial Blood Bank,Maharashtra,PUNE,Pune,"Poona Hospital and Reserch Centre 27, Sadashiv Peth, Pune  ",,MD (Pathology),Charity,YES,,10am to 5pm,18.510752,73.842158
1496,Noble Hospital Blood Bank,Maharashtra,PUNE,Pune,"B-007, Basement C/o. Noble Hospital, 153 Magarpatta City Road, Hadapsar, Pune  ",,"MBBS, DCP",Charity,YES,YES,24x7,18.505035,73.927256
1497,Smt Kashibai Navale General Hospital Blood Bank,Maharashtra,PUNE,Pune,"Sr. No. 50/15 building NO.5 2nd Floor, Narhe, Ambegaon, Pune  ",,MD (Pathology),Charity,YES,,10am to 5pm,18.45624,73.822183
1498,Pimpari Serological Institute Blood Bank,Maharashtra,PUNE,Pune,"Esteem Tower, opposite K.S.B. Pump, Pune-Mumbai Highway, Kharalwadi, Pimpari ",,"MBBS, MD",Charity,YES,,24x7,18.624322,73.807929
1499,Chakan Blood Bank,Maharashtra,PUNE,Pune,"Sr. No. 4976/1/2 Gate No. 2401, Yashwantnagar Ambethan Road. A/P Chakan, Khed, Pune ",,MD (Pathology),Charity,YES,,10am to 5pm,18.762296,73.860866
1500,R.G Gholap Memorial Blood Bank,Maharashtra,PUNE,Pune,"Office No. 301, 3rd Floor Ashoka Centre, S. No - 47/14, Satara Road, Parvati, Pune",,"MBBS, MD (Pathology)",Charity,YES,YES,24 hrs,18.487158,73.857098
1501,Kranti Mitra Mandal Charitable Trust Blood Bank,Maharashtra,PUNE,Pune,"1st Floor PMT Buiding Gadital, Hadapsar, Pune ",,MD (Pathology),Charity,YES,,10am to 5pm,18.501083,73.939062
1502,Krantiveer Chapekar Bandhu Blood Bank,Maharashtra,PUNE,Pune,"Pimpri Chinchwad Mahanagar Palika Talera Hospital, Tanaji Nagar Chinchwad, Pune  ",,MD (Pathology),Charity,YES,,10am to 6pm,18.625689,73.784672
1503,The New Century Medical & Education Foundation Trust - NCORD Blood Bank & Aphaeresis Centre,Maharashtra,PUNE,Pune,"NCORD Blood Bank and Aphaeresis centre, S. No. 241/2/1, Geet Ganga Building, Medipoint Hospital Lane, Baner, Pune",,"MBBS, MD",Charity,YES,,24x7,18.56475,73.800994
1504,Ekta Apang Vikas Sanstha Blood Bank,Maharashtra,PUNE,Pune,"Office No. 17/18/19, 1st Floor, Sunshree Woods Commercial Complex, NIBM, Kondhwa, Haveli, Pune",,MD (Pathology),Charity,YES,,10am to 6pm,18.477273,73.90302
1505,Chattrapati Shahu Maharaj Pratisthan,Maharashtra,PUNE,Pune,"S.No. 30, 4th floor, office no. 41, 402, 403, and 5th floor off 502, waris Heights, Pune-Satara Road, Dhankwadi, Pune",,"M.B.B.S, D.C.P/ M.D PATH",Charity,YES,,10 AM TO 5 PM,18.466519,73.857679
1506,Chattrapati Shahu Maharaj Pratisthan Blood Bank,Maharashtra,PUNE,Pune,"S. No. 30, 4th Floor, Office No. 41, 402, 403, and 5th Floor off 502, Waris Heights, Pune - Satara Road, Dhankwadi, Pune",,"MBBS, DCP & MD (Pathology)",Charity,YES,,10am to 5pm,18.466161,73.857642
1507,M/s. Vidyashree Charitable Trusts Om Blood Bank,Maharashtra,PUNE,Pune,Pune,,,Charity,,,,0.0,0.0
1508,District Civil Surgeon Blood Bank,Maharashtra,RAIGAD,Alibag,"District Hospital Blood Bank, Civil Hospital Campus, Sea Face Road, Alibag  ",,"MBBS, MD",Government,YES,,24 hours.,18.640782,72.871716
1509,Kakasaheb Chitle Memorial Centre Sanchalit - Jankalyan Blood Bank,Maharashtra,RAIGAD,Mahad,"C.S. No. 1651, Near Lokmanya Vyayamshala, Shiwaji Chowk, Mahad, Raigad",,MD (Pathology),Charity,NO,NO,24x7,18.082736,73.42265
1510,M.B. More Foundation Blood Bank,Maharashtra,RAIGAD,Mangaon,"Ghar. No. 412, 1st Floor, Mangaon, Morba Road, Opposite to Civil Hospital, Mangaon, Raigad
",,,Charity,NO,NO,24x7,19.067134,73.066397
1511,Advanced Centre for Treatment Reasearch and Education in Cancer,Maharashtra,RAIGAD,Navi Mumbai,"Owe Village, Sector 22, Plot No. 2, Kharghar, Navi Mumbai ",,"MBBS, MD",Government,YES,YES,24x7,19.065019,73.064507
1512,M/s. Navi Mumbai Blood Bank,Maharashtra,RAIGAD,Navi Mumbai,"Navi Mumbai Blood Bank, Vishwanath Bhavan, C-87, Sector 12, Kharghar, Navi Mumbai",,"MBBS, MD",Charity,YES,,24x7,19.034045,73.029533
1513,Shree Sai Blood Bank & Component,Maharashtra,RAIGAD,Panvel,"103,104,105,1st Floor Tirthraj Building, Old Thana Naka Road, Near Taluka Police Station,  Old Panvel, Raigad",,"MBBS, MD",Charity,YES,,24x7,18.99397,73.106561
1514,Rotary Club New Panvel charitable Trust s Late Dr. B.V. Limaye Blood Bank,Maharashtra,RAIGAD,Raigad,"Plot No-8, Sect.1, Khanda Colony, Mumbai Pune Road, New Panvel (W) ",,"MBBS, MD",Charity,YES,YES,24x7,19.008249,73.108321
1515,Civil Surgeon - General Hospital Blood Bank,Maharashtra,RATNAGIRI,Ratnagiri,"Civil Hospital, Ratnagiri",,"MBBS, DORL",Government,YES,NO,24x7,16.989126,73.298866
1516,Shree Swami Samarth Blood Bank,Maharashtra,RATNAGIRI,Ratnagiri,"B.K.L.Walwalkar Hospital Diagnostic & Research Centre, Shree Kshetra Darvan, Chiplun, Ratnagiri",,MD (Pathology),Charity,YES,NO,24x7,17.399914,73.547448
1517,Indian Red Cross Society Blood Bank,Maharashtra,RATNAGIRI,Ratnagiri,"Khareghat Road, Ratnagiri",,MD (Pathology),Charity,YES,NO,24x7,17.019013,73.298977
1518,Indian Red Cross Blood Bank,Maharashtra,RATNAGIRI,Ratnagiri,Ratnagiri,,,Charity,YES,YES,,0.0,0.0
1519,Prakash Blood Bank & Blood Component Seperation Unit,Maharashtra,SANGLI,,"Prakash Shikshan Mandal&#39;s Prakash Hospital & Research Centre, Islampur Sangli Road, Uran - Islampur, Tal -Walwa, Dist- Sangli (Ms)
",,MD (Pathology),Charity,YES,,24x7,0.0,0.0
1520,Padmabhushan Vasantdada Patil Government Hospital Blood Bank,Maharashtra,SANGLI,Sangli,"Padmabhushan Vasantdada Patil Government Hospital , Blood Bank, Dr. Ambedkar Road, Sangli .                                         
",,"MBBS, DCP  &  MBBS ",Government,NO,NO,24x7,16.852571,74.574678
