Sr No, Blood Bank Name, State,Pincode, Contact No, Mobile, Helpline, Fax, Email, Website, Email Nodal Officer, Category, Apheresis, License #, Date License Obtained, Date of Renewal, Latitude, Longitude
1390,Indian Red Cross Society Bombay City Branch Blood Bank,Maharashtra,400001,"022 40500400, 022 22663560, 022 22663195, 022 22677448",9819424404,,022 22677448 ,,,"brcbc@gmail.com, narinder.naidu@yahoo.com, brcbc@y.mail.com ",Charity,YES,21,6/5/2012,2017,18.932476,72.836574
1391,INS - Ashwini Blood Bank,Maharashtra,400005,022 22151666 (Extn. 3764),9819069863,,,,, inhsasvinibloodbank@gmail.com,Government,,28-C/1103  ,17-08-2006,Applied for renewal,18.901263,72.815698
1392,Jaslok Hospital And Research Centre Blood Bank,Maharashtra,400026,"022 66573434, 022 66573035",9321793987,,,,http://www.jaslokhospital.net,"hahuja@jaslokhospital.net, info@jaslokhospital.net",Charity,,491/C,,Applied for renewal,18.971653,72.809968
1393,K. B. Bhabha General Hospital Blood Bank,Maharashtra,400050,"022 26422541, 022 26422775, 022 26405226 (Extn. 4103, 4104)",9820076632,,022 26405226      ,,,bhabha.bandra@gmail.com,Government,,1066,22-06-1990,31-12-2016,19.057493,72.833636
1394,K. J. Somaiya Medical College and Hospital Blood Bank,Maharashtra,400022,"022 24024671, 022 24020946, 022 24091855      ",9819426169,,,,,pradnya@somaiya.edu,Charity,,28-C / 31  ,7/3/2008,Applied for renewal,19.047282,72.874706
1395,Kapoorben Vasanji Lathiya Blood Bank - Nanavati Hospital,Maharashtra,400056,"022 26119924, 022 26182255, 022 26267500",,,,,,rinku.bhatia@nanavatihospital.org,Charity,NO,1050/28C  ,22-03-1990,31-12-2016,19.095831,72.840101
1396,K. E. M. Hospital Blood Bank,Maharashtra,400012,"022 24107421, 022 24107246, 022 24107249, 022 24107000 ",9869104114,,022 24135189 ,,,"jayashreesharma@kem.edu,charusmitamodi@kem.edu ",Government,YES,28-C/954 ,1/1/2012,31-12-2016,19.001515,72.841877
1397,Kohinoor Hospital Blood Bank,Maharashtra,400070,"022  67556737, 022  67556755, 022 30553055",7666188848,,022 67556800,,http://www.kohinoorhospitals.in,"sarfaraz.chowdhary@kohinoorhospitals.in, bloodbank@kohinoorhospitals.in",Private,,MH004688  ,14-12-2010,13-12-2015,19.076212,72.886208
1398,Kokilaben Dhirubhai Ambani Blood Bank,Maharashtra,400053,"022 30900900, 022 30972030",9320070111,,,,,nidhi.mehta@relianceada.com,Charity,YES,MH004639 ,27-02-2009 ,26-02-2014,19.131221,72.824772
1399,Lilavati Hospital and Research Centre Blood Bank,Maharashtra,400050,"022 26751000, 022 26568000, 022 26437648",9869522828,,,,,"ketayun5@gmail.com, shubhangi54@hotmail.com",Charity,,28-C/22  ,1/1/2008,Applied for renewal,19.051089,72.828889
1400,Lokmanya Tilak Municipal Hospital Blood Bank,Maharashtra,400022,"022 24021771,  022 24063494, 022 24063489",9892245254,,022 24021771 ,,,bloodbank2009@gmail.com,Government,YES,1046-28C  ,29-03-2012  ,31-12-2016 ,19.036984,72.859049
1401,M. T. Agarwal Municipal General Hospital Blood Bank,Maharashtra,400080,"022 25640767, 022 25605730 (Extn. 308)","09869685857, 09930468583",,022 25605728 ,,,,Government,,,,,19.177861,72.946234
1402,Mahatma Gandhi Seva Mandir Blood Bank,Maharashtra,,"022 26431893, 022 26431897",,,,,,kishorejha8@rediffmail.com,Charity,YES,MH004614 , 01-11-2008,Applied for renewal,19.055801,72.836932
1403,Manas Serological Institute Blood Bank,Maharashtra,400102,022 26784546 ,9833832271,,,,,manasbbmumbai@gmail.com,Charity,,MH004636 ,13-10-2010 ,10/12/2015,19.13522,72.848108
1404,Masina Hospital Blood Bank,Maharashtra,400027,022 23700715,8879231091,,,"bloodbankmasina@gmail.com, bloodbankmasina@rediffmail.com",http://www.masinahospital.com,"bloodbankmasina@rediffmail.com, bloodbankmasina@gmail.com",Charity,NO,28-C/42 ,18-12-2015,11/2/2019,18.974886,72.835711
1405,Mumbai Port Trust Blood Bank,Maharashtra,400037,"022 66567722, 022 4145115",,,,,,,,,,,,0.0,0.0
1406,N.  Wadia Maternity  Hospital Blood Bank,Maharashtra,400012,"022 24165638, Extn 124; 022 24146963,022 24146964,022 24146965,Extn 124",9004362229,,,wadiabloodbank@gmail.com,http://www.nowrosjeewadiamaternityhospital.com,wadiabloodbank@gmail.com,Charity,,28-C 1083 ,23/4/1991,31/12/2012,19.003238,72.842837
1407,Matoshri Valbai Mulji Shah - Arpan Blood Bank,Maharashtra,400078,"022 25951044, 022 25941142",9423696022,,022 67417980 ,,http://www.arpanbloodbank.org,nandkishor@arpanbloodbank.org,Charity,,MH-004619  ,17-07-2008,Applied for renewal,19.142653,72.933304
1408,Navjivan Blood Bank and Lab,Maharashtra,400092,"022 28934122, 022 28935133, 022 28918144, 022 28921727, 022 25339495                                  ",9820040536,,022 28421587,,,navjivanbb@yahoo.com,Private,,28C - 46,24-02-2005 ,23-02-2015,19.23024,72.852643
1409,P. D. Hinduja National Hospital And Medical Research Centre Blood Bank,Maharashtra,400016,"022 24447308, 022 24447309, 022 24447310",9820606355,,022 24447310,,http://www.hindujahospital.com,dr_adeshpande@yahoo.co.in,Charity,YES,28C-932 ,,Applied for renewal,19.033615,72.838105
1410,Meenatai Thackeray Blood Bank - Siddharth Hospital,Maharashtra,400104,"022 28797586, 022 28797587, 022 28722929                     ",9320918214,,"022 28797586, 022 28797587 ",,,Prabodhan_bloodbank@rediffmail.com,Charity,YES,28-C/45 ,9/9/2004,7/9/2019,19.159649,72.840284
1411,Prince Aly Khan Hospital Blood Bank,Maharashtra,400010,"022 23777934, 022 23777936, 022 23777800, 022 23777907, 022 23777908",9821035341,,022 23743820,,http://info@pakh.net,"pakhbb@gmail.com, dr.ray@pakh.net",Charity,YES,28-C:9 ,3/3/2010,3/2/2015,18.97084,72.836617
1412,Dr. R. N. Cooper General Hospital Blood Bank,Maharashtra,400056,"022 26242609, 022 26247254, 022 26247255, 022 26247256 (Extn. 201, 203)",9987063770,,022 26205897 ,,,"sahirkhatib@yahoo.com, dr.richa.13@gmail.com, cooperbloodbank@yahoo.in  ",Government,NO,1055,1/3/1991,Applied for renewal,19.107714,72.835618
1413,Rajawadi Blood Bank - Seth V. C. Gandhi & M. A. Vora Municipal General Hospital,Maharashtra,400077,"022 21025611 (Extn. 141, 122)",9892784878,,022 21027372 ,,,"rajawadi.rbb04@gmail.com,  rajawadihospital@gmail.com",Government,NO,MH004617       ,28-05-2008 ,28-05-2013,19.079304,72.901693
1414,S. L. Raheja Hospital Blood Bank,Maharashtra,400016,"022 24445528, 022 66529682, 022 24449418",9821241031,,,,,"nnijhara@yahoo.com, bloodbank@rahejahospital.com",Charity,YES,28-C/43                          ,14-07-2009,Applied for renewal,19.046572,72.842207
1415,S. R. Mehta and Sir. K.P. Cardiac Institute Blood Bank,Maharashtra,400022,"022 24035454, 022 2409 4732",9987020981,,022 24094732,,,"drsureshkothari@gmail.com, srmkp@vsnl.net",Charity,YES,35/28-c  ,25-06-2001,31-12-2017,19.032412,72.85958
1416,Saifee Hospital Trust Blood Bank,Maharashtra,400004,022 67571140,9869784307,,022 67570777,,http://www.write@saifee.com,"saifeebloodbank@yahoo.co.in, write@saifeehospital.com",Charity,YES,28C/47 ,16-08-2005,Applied for renewal,18.952471,72.818058
1417,Sarvodaya Hospital Samarpan Blood Bank,Maharashtra,400086,"022 25102511, 022 25100100",9594032520,,022 25111313,,,"samarpanbb@gmail.com, yadav.punam@gmail.com",Charity,YES,28C/48,16-06-2007,15-06-2017,19.089801,72.907187
1418,Seven Hills Health Care Private Limited Hospital Blood Bank,Maharashtra,400059,022 67676719,9820339204,,,,,bloodbank@sevenhillshospital.com,Private,YES,MH-004684 ,21-10-2010,20-10-2015,19.117797,72.87809
1419,Shushrusha Citizens Co-operative Hospital Blood Bank,Maharashtra,400028,"022 24469579, 022 25288698",9022240366,,,,,shushrushahospital@gmail.com,Charity,,37-28C ,29-04-2002,Applied for renewal,19.023426,72.837899
1420,Sir J.J.Group of Hospital Blood Bank,Maharashtra,400008,"022 23735555, 022 23739400 (Extn. 2248, 2238)",9322106373,,022 23735599 ,,http://www.gmcjjh.org,"dr_b_ghodke@yahoo.co.in, drkiranbendale@gmail.com, bb004@mahasbtc.com",Government,NO,28-C-1107 ,19-10-2011 ,18-10-2016,18.962909,72.833639
1421,Sir J.J.Mahanagar Rakthapedhi,Maharashtra,400008,"022 23735585, 022 23733531",8275001905,,022 23733338,,http://www.mahasbtc.com,"shakti@mahasbtc.com, yogita@mahasbtc.com",Charity,YES,,,,18.963334,72.832489
1422,Saint George&#39;s Hospital & Regional  Blood Bank,Maharashtra,400001,"022 22621420, 022 22620242 (Extn.1431)  ",9867993451,,022 22624464 ,,http://www.stgeorgeshospital.in,"dr_b_ghodke@yahoo.co.in, drkiranbendale@gmail.com, bb004@mahasbtc.com",Government,,895,14-08-1997,Applied for renewal,18.94027,72.837319
1423,Tata Memorial Hospital Blood Bank,Maharashtra,400012,"022 24177000, 022 24127096 (Extn. 4682, 4684)",9820340073,,022 24146937  ,,http://www.tmc.gov.in,"dtmtata@gmail.com, sunilrajadhyaksha@gmail.com ",Government,YES,239,30-01-1979,Applied for renewal,19.004856,72.842945
1424,The B.D. Petit Parsee General Hospital Blood Bank,Maharashtra,400036,"022 61186190, 022 61186192, 022 61186333",9323570506,,022 61186333,,,"bbincharge@bdppgh.org, bdppgh@mtnl.net.in, ceo@bdppgh.org",Charity,,FDA-28-C/1081 ,6/5/2009,3/4/2014,18.968704,72.805743
1425,V. N. Desai Municipal General Hospital Blood Bank,Maharashtra,400055,"022 26182081, 022 357022, 022 26151506 (Extn.356, 357)",9820618132,,022 26151506 ,,,vndesaibloodbank@gmail.com,Government,NO,30-28C ,1/1/2013,31-12-2017,19.078822,72.844994
1426,West Coast Blood Bank,Maharashtra,400016,022 24444544 ,9820721197,,022 24448899,westcoastbloodbank@gmail.com,,westcoastbloodbank@gmail.com,Private,NO,FDA Lic No. 34 / 28C,24-01-2001,1/1/2013,19.042954,72.84073
1427,M/s. Balasaheb Thackerey Blood Bank,Maharashtra,,,,,,,,,Private,,,,,0.0,0.0
1428,M/s. Pallavi Blood Bank,Maharashtra,,,,,,,,,Private,,,,,0.0,0.0
1429,"ESI-PGIMSR, MGM Hospital Blood Bank",Maharashtra,,,,,,,,,Government,,,,,0.0,0.0
1430,M/s Sion Blood Bank,Maharashtra,,,,,,,,,Private,,,,,0.0,0.0
1431,Harkisandas  Marottamdas Hospital Blood Bank,Maharashtra,,,,,,,,,Private,,,,,0.0,0.0
1432,Government Medical College Blood Bank Nagpur,Maharashtra,440003,0712 2744695,9822941695,,,gmchbbngp@gmail.com,,gmchbbngp@gmail.com,Government,NO,1005,24-05-1989,1/1/2018,21.126097,79.097101
1433,Super Speciality Hospital and Medical Post Graduate Institute Blood Bank,Maharashtra,440003,"0712 2703501, 0712 2746682",8275531628,,,,,bshweta111@gmail.com,Government,NO,ND/BB/15,15-03-1999,1/1/2018,21.123952,79.102367
1434,Indira Gandhi Medical College and Hospital Blood Bank,Maharashtra,440018,"07122820134,0712 2728621, 0712 2774766",7709884278,,,igmc@rediffmail.com,,igmc@rediffmail.com,Government,NO,983,7/3/1989,1/1/2018,21.153917,79.092894
1435,Daga Memorial Women Government Hospital Blood Bank,Maharashtra,440002,"0712 2729202, 0712 2729333 ",9422762492,,,msdaga_WomenHosp@redifmail.com,,"msdaga_womenhosp@rediffmail                                             0712-2729333(Hospital) 9422762492/8308178609(Dr.Mahata), 9422148686(Dr.Mangesh Kohale)   mehtasangeeta.234@gmail.com, , csnagpur@gmail.com",Government,NO,ND/BB/23,14-06-2013,13-06-2018,21.151511,79.105434
1436,Central India Institute of Haematology & Oncology&#39;s Blood & Blood Component Bank and Apheresis Unit,Maharashtra,440012,"0712 2430038 , 0712 2428972 , 0712 6464198",9822723264,,,,,pophali@sify.com,Private,YES,ND/BB/23,3/9/2010,2/9/2015,21.134731,79.080223
1437,Jeevan Jyoti Blood Bank and Component,Maharashtra,440010,"0712 2231660,  0712 2230876",9422113811,,,jjbb21@hotmail.com,,jjbb21@hotmail.com,Charity,YES,ND/BB/11 (NGP/005),1/1/2008,Applied for renewal,21.123051,79.057149
1438,Dr. Hegdewar Blood Bank,Maharashtra,440010,"0712 2528292, 0712 2538900, 09922407171, 09881000203",9922407171,,,hbbnagpur687@gmail.com,,hbbnagpur687@gmail.com,Charity,NO,ND/26,23-03-1993,31-12-2017,21.140579,79.060505
1439,Sainath Blood Bank,Maharashtra,440024,9422502066,9422502066,,,sainathbloodbank@gmail.com,,"vinodlimje11@gmail.com, sainathbloodbank@gmail.com",Charity,NO,ND/BB/21,17-01-2003,18-Jan,21.134294,79.076369
1440,Ayush Blood Bank and component Lab,Maharashtra,440010,"0712 6618666, 0712 5631137     ",9823051508,,,ayush_bbc@rediffmail.com,,ayush_bbc@rediffmail.com,Charity,NO,ND/BB/27,22-01-2015,22-01-2020,21.135231,79.072978
1441,Lifeline Blood Bank Components and Apherisis Centre Blood Bank,Maharashtra,400010,"0712 6686666, 0712 6686665",9552556425,,,drwarbhe@gmail.com,httpS://www.lifeline.com,lifeline_nagpur@ rediffmail.com,Charity,YES,ND/BB/18,3/6/2000,1/1/2017,21.138999,79.063093
1442,Rainbow Blood Bank,Maharashtra,440010,0712 6636666,9975844830,,,rainbowbloodbank.nagpur@gmail.com,,rainbowbloodbank.nagpur@gmail.com,Charity,NO,ND/BB/20,,,21.133584,79.072736
1443,"NKP Salve Institute of Medical Science and Research Center (Lata Mangeshkar Hospital), Blood Bank",Maharashtra,440019,"07104 236290, 07104 236291, 07104 232905",9850448905,,,,,dilipwankar16@gmail.com,Charity,NO,ND/BB/19,15-02-2002,14-02-2017,21.144346,79.078848
1444,Nandkishor Education Society Trust - Arpan Voluntary Blood Bank,Maharashtra,,,,,,,,,Charity,,,,,0.0,0.0
1445,Dr. Shankarrao Chavan Government Medical College and Guru Govindsinghji Memorial Hospital Blood Bank,Maharashtra,,"02462 235711, 02462 235712, 02462 234702","09890172702, 09503007847, 09860127959",,,gmcbbnanded@gmail.com,,"sabaashraf@gmail.com, cs_nanded@rediffmail.com",Government,YES,28 C/Ad/BB/004,29-09-1994 ,31-12-2016,19.109305,77.29295
1446,Indian Red Cross Society Blood Bank,Maharashtra,431602,"02462 236699, 02462 231012, 02462 236633, 02462 227335",9850947545,,,ircsnanded@gmail.com,,ircsnanded@gmail.com,Charity,,AD/020 ,12/1/1993,Applied for renewal,17.399811,78.485456
1447,Golvalkar Guruji Blood Bank,Maharashtra,431601,02462 243300,9822589088,,,,,,Charity,,,,,19.168646,77.326553
1448,Arpan Blood Bank,Maharashtra,431601,"02462 241587, 02452 239587",9881907646,,,,,,Charity,,,,,19.161084,77.303022
1449,Guru Gobindsinghji Blood Bank,Maharashtra,431601,02462 233332,9145432520,,,ggbloodbank@gmail.com,,ggbloodbank@gmail.com,Charity,NO,AD/BB/24,1/6/2012,31-05-2017,19.156029,77.309
1450,Nanded Blood Bank,Maharashtra,431602,02462 233810,9422382810,,,nandedbloodbank@gmail.com,,nandedbloodbank@gmail.com,Charity,,AD/BB/32 ,29-10-2013 ,28-10-2018,19.161264,77.304543
1451,Hazur Saheb Blood Bank,Maharashtra,431601,"02462 248888, 02462 239999","09689100000, 09960596860",,0246 2244948,shs.bloodbanknanded@gmail.com,,shs.bloodbanknanded@gmail.com,Charity,,AD/BB/036  ,4/5/2014,4/5/2019,19.153093,77.318654
1452,Civil Surgeon - District General Hospital Blood Bank,Maharashtra,425412,"02564 202510, 02564 210135, 02564 226225, 02564 210122","09860408109, 09422238791",,,"rmochndb@gmail.com, dponandurbar@mahasacs.org",,"rmochndb@gmail.com, dponandurbar@mahasacs.org, sudhir_desai2003@yahoo.com",Government,NO,NKD/41,,,21.33867,74.234768
1453,Sahada Blood Bank - Shree Swami  Samartha Vaidyakiya  Shaikshanik and Sanshodhan Sanstha ,Maharashtra,425409,,9371855918,,,bb_shahada@yahoo.com,,bb_shahada@yahoo.com,Charity,NO,NKD/53 ,28-02-2013 ,27-02-2018,21.554798,74.472874
1454,Jankalyan Rakta Pedhi,Maharashtra,425412,"02564 226934, 02564 226935, 02564 222226 ",9096175855,,,jankalyanbbndb@gmail.com ,,"drrajeshkeswani@gmail.com, jankalyanbbndb@gmail.com ",Charity,NO,NKD/30 ,2/1/2005,31-01-2020,21.36433536,74.24463853
1455,Malegaon Blood Bank,Maharashtra,423203,,9371550550,,,"malegaonb@gmail.com, ",,malegaonb@gmail.com,Charity,YES,NKD/51,29-03-2017,28-03-2022,20.55474,74.524396
1456,Seva Blood Bank,Maharashtra,423203,02554 257077,"09823967555, 08805611555",,,sevabloodbankmalegaon@gmail.com,,sevabloodbankmalegaon@gmail.com,Charity,NO,NKD-22,24-01-2012,31-12-2016,20.552689,74.516643
1457,Roachabai Sugnomal Manwani - Cantonment General Hospital Blood Bank,Maharashtra,422401,"0253 2493365, 0253 24913377,  0253 2462068","09850536784, 09404803045, 09420746965             ",,,,,,Government,,,,,19.903354,73.825824
1458,Metro Blood Bank - District (Civil) Hospital Nashik,Maharashtra,422001,"0253 2318020, 0253 2577949",9850536784,,,"civilbloodbanknsk@gmail.com, ",,"civilbloodbanknsk@gmail.com, pavanbardapurkar4@gmail.com, ashirsath07@gmail.com, cs_nashik@rediffmail.com",Government,,NKD/992,4/4/1989,13-12-2020,19.996886,73.778198
1459,Sainik Aspatal Military Hospital Blood Bank,Maharashtra,,,9545355252,,,,,,Government,,,,,19.9483203,73.841866
1460,Ansar Blood Bank,Maharashtra,423203,"02554 238383, 02554 230169, 02254 230039",9890353737,,,,,dransarbloodbankmalegaon@rediffmail.com,Charity,,NKD/5,28-03-1995,31-12-2012,20.552043,74.532641
1461,Arpan Blood Bank and Blood Component Laboratory and Research Centre,Maharashtra,422001,"0253 2311358, 0253 2576058","09822324340, 09422770765",,0253 2313662,,,"nandkishor@arpanbloodbank.org,",Charity,,NKD/8/96 & NKD/18/99,01-01-2007 & 01-01-2008,31-12-2011 & 31-12-2012,20.004874,73.787164
1462,Jankalyan Blood Bank,Maharashtra,422013,"0253 2573493, 0253 2575249",9823114809,,0253 2313722,rssjan_nsk@rediffmail.com,,"rssjan_nsk@rediffmail.com,",Charity,YES,NKD/33,14-09-2006,13-09-2016,20.008838,73.7702
1463,NDMVPS Medical College and Hospital Blood Bank,Maharashtra,,"0253 2220522, 0253 2303930",9422237694,,,,,,Charity,,NKD/316,1/1/2009,,20.037363,73.852998
1464,Samta Blood Bank,Maharashtra,422001,"0253 2472499, 0253 2472599, 0253 2472699, 09975997867, 09975997863, 09975997864",9975997867,,0253 2504399 ,samtabloodbank@gmail.com,,devassamta@gmail.com ,Charity,YES,NKD 40,21-08-2010,20-08-2013,19.984791,73.782607
1465,Sanjeevani Blood Bank,Maharashtra,422006,0253 2411888  ,"09730733888, 09370355501",,,,,"sanjeevani.bb@gmail.com,",Charity,,NKD/43,3/3/2011,27-02-2016,19.975586,73.803963
1466,Jijau Mahila Sevabhavi Sansthan Nashik Blood Bank and Transfusion Research institute Blood Bank,Maharashtra,,0253 2232996,9890609318,,,,,,Charity,,,,,19.990656,73.775241
1467,The Santajee Educational and Medical foundation Trust - Jeevan  Blood Bank ,Maharashtra,,7387348888,,,,,,"jeevanbloodnashik@gmail.com,",Charity,,NKD/54,14-05-2013,13-05-2018,19.987781,73.784138
1468,SMBT Institute of Medical Science and Research Centre - Blood Bank and Component,Maharashtra,422002,02553 222300,9011067101,,,,,"bloodbank@smbt.edu.in,",Charity,,NKD/56,21-02-2014,20-02-2019,19.76062,73.769851
1469,Hindustan Aeronautics Limited Blood Bank,Maharashtra,,"02550 275845, 02550 278932 (Extn. 2589)",9420592940,,,,,"medical.nsk@hal_india.com,   dr_biswas@rediffmail.com",Government,,NKD/37,22-01-2010,21-01-2015,20.105897,73.931932
1470,J.D.C. Bytco Hospital Blood Bank,Maharashtra,422101,"0253 2460251, 0253 24605352",,,,,,,Government,NO,NKD/5,30-12-1992,31-12-2016,19.949132,73.838742
1471,Regional Referal Hospital Blood Bank,Maharashtra,,,,,,,,,Government,,,,,0.0,0.0
1472,Shri Krishna Blood Bank,Maharashtra,413606,"02457 252004, 02457 252232, 02457 252469",9422069904,,,dr.dbpatange@yahoo.com,,dr.dbpatange@yahoo.com,Charity,NO,AD/BB/003 ,10/8/1996,31-12-2016,17.83503,76.622149
1473,"Civil Surgeon, General Hospital Blood Bank",Maharashtra,413501,02472 226924,,,,"bloodbankosmanabad@gmail.com, cs_osmanabad1@rediffmail.com",,"ksprbhaskar@gmail.com, bloodbankosmanabad@gmail.com, cs_osmanabad1@rediffmail.com ",Government,YES,28-1026 ,17-09-2012 ,31-12-2017,18.18077,76.034735
1474,Civil Surgeon - District General Hospital Blood Bank,Maharashtra,414001,"02452 223458, 02452 231287",9422176541,,,bloodbankghp@gmail.com,,"dmhpparbhani@gmail.com, cs_parbhani@rediffmail.com, bloodbankghp@gmail.com",Government,,28-c/AD/BB/005  ,11-Dec,16-Dec,19.271699,76.765032
1475,Kanthak Sevabhavi Sanstha - New Life Blood  Bank,Maharashtra,431401,02452 220222,"09823093235, 09822642102",,,newlifebloodbank@gmail.com,,newlifebloodbank@gmail.com,Charity,,AD/BB/30  ,7/2/2013,7/1/2018,19.273124,76.782625
1476,Indian Red Cross Society Blood Bank,Maharashtra,413102,02112 222951,9850033891,9096383959,,ircsbbbaramati@gmail.com,,"ircsbbbaramati@gmail.com,",Charity,,7269/(FORM-28),1/1/2012,31-12-2016,18.152597,74.574996
1477,Pune Chest and General Hospital Blood Bank,Maharashtra,411027,"020 27285432, 020 27286458","09422780176, 09604871471",,,,,"csaundhpune@yahoo.co.in, powar.vijaykumar@yahoo.co.in, sangeetagkwd@gmail.com, balabrathod@gmail.com",Government,NO,862,16-01-1987,Applied for renewal,18.575032,73.80537
1478,Sasoon Sarvopchar Hospital Blood Bank,Maharashtra,411021,"020 26126868, 020 24480431",9423575986,,,bjmc.bloodbank@gmail.com,http://www.sasoonhospitalpune,"bjmc.bloodbank@gmail.com, bjmcbloodbank@gmail.com",Government,NO,963,1/1/2012,31-12-2016,18.515846,73.858714
1479,Armed Forces Blood Bank,Maharashtra,411040,"020 26026038, 020 26306337","09850269248, 09545641023",,,,,,Government,YES,-,-,31-12-2016,18.505159,73.889694
1480,Jankalyan Raktapedhi Pune,Maharashtra,411002,"020 24449527, 020 24444502","09423066622 , 07350002460",,,janrakta@gmail.com,http://www.janakalyanbloodbank.org, director.jkbb@gmail.com,Charity,YES,PD/03,14-12-1994,16-Dec,18.50092,73.857531
1481,Inlaks Budharani Hospital Blood Bank,Maharashtra,411001,"020 66099999, 020 66099727, 020 66099703",9373510112,,,,,"abarte2010@gmail.com, inlaksbb@gmail.com,",Charity,,PD/47,31-03-2009,31-12-2016,18.534391,73.887409
