Sr No, Blood Bank Name, State, District, City, Address, Qualification Nodal Officer, Category, Blood Component Available, Apheresis, Service Time, License #, Date License Obtained, Date of Renewal, Latitude, Longitude,label
1524,Jeevan Rekha Charitable Trust Blood Bank,Maharashtra,SANGLI,Sangli,"H. No. 329/E, Ward No. 5, 1st Floor, Umrani Road, A/p-jath, Sangli
",MD (Pathology),Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,17.049271,75.204853,0
1525,Smt. Anila Kantilal Kothari Blood Bank & Department of Hemato Oncology,Maharashtra,SANGLI,Sangli,"Dr. D. K. Gosavi Memorial, Shri Siddhivinayak Ganapati Cancer Hospital, Sangli - Miraj Road, Miraj",MD (Pathalogy),Charity,YES,NO,24x7,PD/29,22-04-2002,License Renewal is in process with FDA,16.833879,74.635364,0
1526,Bharati Vidyapeeth University Medical college And Hospital Blood Bank,Maharashtra,SANGLI,Sangli,"A/p Wanlesswadi, Miraj 
",MD (Pathology),Charity,YES,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,16.841716,74.617969,0
1527,Hindratna Prakashbapu Patil Blood Bank,Maharashtra,SANGLI,Sangli,"2nd Floor, Siddhivinayak Commercial Complex Guest House, Miraj Road, Near Tata Petrol Pump, Sangli
","MBBS, MD",Charity,YES,NO,24x7,P.D.43/07,20-12-2007,19-12-2017,16.8537,74.580099,0
1528,Miraj Serological Institute Blood Bank,Maharashtra,SANGLI,Sangli,"S. No.795/A1, Dr. Bhalchandra Patil Hospital,  Zaribag Budhgaonkar Mala, Near Gulabrao Patil Medical College, Miraj 
",MD (Pathology),Charity,YES,NO,24x7,PD/51,1/1/2012,31-12-2016,16.828931,74.639399,0
1529,Akshay Blood Bank,Maharashtra,SANGLI,Sangli,"Plot No. 1/7, Near Anand Nursing Home, 2nd Floor, Miraj Sangli Road,  Sangli",MBBS,Charity,YES,NO,24x7,PD/58,14-12-2011,13-12-2016,16.838026,74.651827,0
1530,Indian Red Cross Society Blood Bank - Shirgaonkar Blood Bank,Maharashtra,SANGLI,Sangli,"Opposite to Civil Hospital, Plot No. 49, City Survey No.601/7, Sangli",MD (Pathology),Charity,YES,YES,24x7,213,4/1/2012,31-12-2016,16.853702,74.575077,0
1531,Shree Basaveshwar Manav Vikas Gramin Sevabhavi Sanstha Blood Bank,Maharashtra,SANGLI,Sangli,"Arihant Galaxy, 1st Floor, C.S. NO- 1599, Opposite to Civil Hospital, Garpir Road, Sangli
",MD (Pathology),Charity,YES,NO,24x7,PD/69,25-07-2013,24-07-2018,16.842421,74.619929,0
1532,Azad Panchi Group Charitable Trust Blood Bank,Maharashtra,SANGLI,Sangli,"Near Civil Hospital, Ganesh Nagar, 1st Lane, S. No. 1682, Sangli
",MBBS,Charity,YES,NO,24x7,PD/70,8/5/2013,8/4/2018,16.844539,74.572891,0
1533,S. S. Venutai Y. Chavan Sub-District Hospital Blood Bank Karad,Maharashtra,SATARA,Satara,"Plot No. 290/91, Budhwar Peth Station Road, Karad, Satara",MD (Pathology),Government,NO,NO,24x7,PD/18                               ,18-06-1991,31-12-2017,17.288048,74.186177,0
1534,Civil Surgeon - Sarva Samanya Hospital Blood Bank,Maharashtra,SATARA,Satara,"Bazar Road, Satara","MBBS, MD",Government,NO,NO,24x7,F-968,1/1/2012,31-12-2016,17.691305,74.009424,0
1535,Phaltan Medical Foundation Blood Bank,Maharashtra,SATARA,Satara,"C.T.S. No. 5604/6, Near Dnyaneshwar Mandir, Behind State Bank of India, Laxminagar, 1st Floor Phaltan, Satara","MBBS, DCP",Charity,NO,NO,24x7,PD/19 (F.NO.28 C) ,11-Dec,16-Dec,17.992317,74.42537,0
1536,Krishna Hospital and Medical Research Centre Blood Bank Karad,Maharashtra,SATARA,Satara,"Poona Bangalore (NH 4) Highway, Near Debhewadi Road, Karad, Satara",MD (Pathology),Charity,YES,NO,24x7,723,29-09-2007,16-Oct,17.285065,74.185701,0
1537,Instutute of Medical Science and Research Blood Bank and Blood Component Seperation Unit,Maharashtra,SATARA,Satara,"Shree Chatrapati Shivaji Education Societys, Instutute of Medical Science and Research Blood Bank and Blood Component Seperation Unit,  Vita Road, Vidyagiri, Mayani, Satatra",MBBS,Private,YES,YES,24x7,PD/71  ,23-08-2013,22-08-2018,17.431214,74.549364,0
1538,M/s. K. N. Gujar Blood Bank,Maharashtra,SATARA,Satara,"M/s K.N. Gujar Blood Bank, F. P. No. 21, 203/A/6, 1st Floor, K.N. Gujar Hospital, Shanivar Peth, Near S.T. Bus Stand, Karad, Satara",MD (Pathology),Charity,YES,NO,24x7,PD/74  ,9/4/2014,9/3/2019,17.278263,74.183727,0
1539,M/s. Balaji Blood Bank,Maharashtra,SATARA,Satara,"M/s. MA. NA. Shri R.R. (AABA) Patil Shikshan Sheti Sanshodhan Aani Vikas Sansthas  Balaji Blood Bank, C.S.No - 467/8 A 1b/45, Jaldhara Building 2nd Floor, Sadar Bazar, Satara - 415002
",MD (Pathology),Charity,YES,YES,24x7,PD/76  ,22-01-2015,21-01-2020,17.695093,74.010716,0
1540,Akshay Blood Bank,Maharashtra,SATARA,Satara,"Akshay Medical Trust, Akshay Blood Bank, 506/22, Sadar Bazar, Near State Bank, Opposite to Nirmal Hotel, Satara",MD (Pathology),Charity,YES,NO,24x7,PD/34  ,31-05-2004,30-05-2020,17.672028,74.021087,0
1541,Mauli Blood Bank Satara,Maharashtra,SATARA,Satara,"529/b,  Parasnis Colony, Near Hotel Monark, Powai Naka Sadar Bazar, Satara ",MBBS,Private,NO,NO,24x7,PD/35 ,9/6/2004,4/6/2019,17.686084,74.007955,0
1542,Yashwantrao Chavan Blood Bank,Maharashtra,SATARA,Satara,"Phase 5, Super Market, 1st Floor Hall No. 2/1 Final Plot No. 432,433, Shaniwar Peth, Karad  ",MD (Pathology),Charity,YES,YES,24x7,PD/49 ,24-06-2015,23-06-2020,17.275751,74.18181,0
1543,Civil Surgeon - General Hospital Blood Bank,Maharashtra,SINDHUDURG,Sindhudurga,"Sindhudurg Oros, At Post - Oros, Kudal, Sindhudurga (Oros)",MD (Pathology),Government,YES,YES,24x7,KD/17 ,29-07-2000,31-12-2016,16.12019,73.689563,0
1544,"Cottage Hospital Blood Bank, Sawantwadi",Maharashtra,SINDHUDURG,Sindhudurga,"Sub -District Cottage Hospital, Blood Bank, Sawantwadi, 
C-Sindhudurg",MBBS,Government,NO,NO,24x7,KD/28 ,12/8/2012,12/7/2017,15.902781,73.823544,0
1545,Dean Chatrapati Shivaji Maharaj Sarvopchar Hospital Blood Bank,Maharashtra,SOLAPUR,Solapur,"B-Block Ground Floor, Shri. Chatrapati Shivaji Maharaj Sarvopchar Hospital, Solapur, Maharashtra",MD (Pathology),Government,NO,NO,24x7,PD/65,8/8/2011,8/8/2016,17.659024,75.912826,0
1546,Shri Markendya Charitable and Medical Trust Irrapanna N Boli Blood Bank,Maharashtra,SOLAPUR,Solapur,"Ashok Chowk, 896/97, Bhavnarishi Peth (Bolli Mangal Karayalaya 1 floor, Solapur",MD (Pathology),Charity,YES,YES,24x7,PD/72,21-10-2013,20-10-2018,17.659918,75.906391,0
1547,"Dr. Hegdewar Rakta Pedhi Sanstha, Solapur",Maharashtra,SOLAPUR,Solapur,"1st Floor, Sahyadri Shopping Centre Railway Lines, Solapur","M. B.B.S., M.D. (Patho.)",Charity,YES,YES,24 hours,PD/8/(28),1/1/2007,31-12-2016,17.66391,75.900793,0
1548,Solapur Blood Bank,Maharashtra,SOLAPUR,Solapur,"136, Railway Line, Near Railway Station, Near Atthar Hospital, Anjani Chembers,  Solapur",MBBS,Government,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,17.65992,75.906391,0
1549,IMA - Sahakar Maharshi Shankarrao Mohite Patil Blood Bank,Maharashtra,SOLAPUR,Solapur,"804, Old Pandharpur Road, Ganeshnagar Akluj, Solapur",MBBS,Charity,YES,YES,24x7,PD/8/(28),1/1/2007,13-02-2016,17.660169,75.906401,0
1550,Akshay Blood Bank,Maharashtra,SOLAPUR,Solapur,"Survey No. 2212, First Floor, Laxmi Narayan Apartment, South Sadar Bazar, Solapur ",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,17.669558,75.915101,0
1551,M. M. Patel Public Charitable Trust - Ashwini Rural Medical College and Hospital Blood Bank,Maharashtra,SOLAPUR,Solapur,"Kumbhari, Gat No. 261 and 262 , Akkalkot Road, Kumbhari, 
Tal.South Solapur. Dist. Solapur ",M.D.,Charity,YES,YES,24 hour,PD62,6/11/2012,10/6/2017,17.644778,75.986234,0
1552,Athar Minorities Social and Welfare Associations - Athar Blood Bank,Maharashtra,SOLAPUR,Solapur,"1st Floor, 410 Shukrawar Peth, Jamiya Complex, Near Jama Masjid, Solapur",MBBS,Charity,YES,NO,24x7,PD-60,3/1/2012,28-02-2017,17.676725,75.910238,0
1553,Indian Red Cross Soceity - Shriman Rambhai Shah Blood Bank,Maharashtra,SOLAPUR,Solapur,"Jawaharlal Hospital Compound, Shivaji Road, Barsi, Somwarpeth, Solapur",DCP,Charity,YES,YES,24x7,PD/31,14-11-2002,13-11-2017,17.661126,0.0,0
1554,Indian Red Cross Society - Smt. Gopabai Damani Blood Bank,Maharashtra,SOLAPUR,Solapur,"165 Railway Line, Red Cross Road, Dufferin Chowk, Solapur ",MD (Pathology),Charity,YES,YES,24x7,715/28,2011,2016,17.660077,75.906391,0
1555,Indian Red Cross Society - Sarjubai Bansila Bajaj Blood Bank,Maharashtra,SOLAPUR,Solapur,"62/2/3/4, Bhakti Marg, Pandharpur, Solapur",MD (Pathology),Charity,YES,NO,24x7,843 (28),27-10-1986,31-12-2016,17.562936,75.265589,0
1556,SIDDHESHWAR BLOOD BANK,Maharashtra,SOLAPUR,Solapur,"Kalyani Towers, 126 Siddheshwar Peth, Near Yashwantrao Hospital Behind civil court, Solapur ",B.com,Charity,YES,NO,24X7,PD/65,29/08/2012,28/08/2017,17.672075,75.904841,0
1557,M/s Shrikamal Shikshan Prasarak Krida - Kala & Krushivikas Bahu Uddeshiya Samajsevi Mandals Sanjeevani Blood Bank,Maharashtra,SOLAPUR,Solapur,Solapur,MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
1558,Gor Banjara RSS Jankalyan Samiti - Seva Blood Bank,Maharashtra,THANE,Mumbai,"Basement Puspadev Appartment, Near Sarvesh Hall Opposite to Manav Kalyan Kendra Dombivli ",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
1559,"Dr. D.Y. Patil Hospital & Research Centre, Blood Bank",Maharashtra,THANE,Nerul,"Nerul, Thane",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
1560,Tarapur Atomic Power Station Hospital Blood Bank,Maharashtra,THANE,Palghar,"TAPS Hospital Blood Bank, TAPS 1&2 (Anushri) Township Near Boisar, Palghar ",MD (Pathology),Government,NO,NO,24x7,KD/47  ,24-12-2010,23-12-2015,19.813093,72.743519,0
1561,Vitthal Sayanna General Hospital (Civil Hospital) Blood Bank,Maharashtra,THANE,Thane,"Civil Hospital, 1st Floor, Tembhi Naka, Thane (W)-400601
",MD (Pathology),Government,YES,NO,24x7,28 BD/2 ,16-02-1990 ,31-12-2016,19.199056,72.978096,0
1562,Central Hospital Blood Bank,Maharashtra,THANE,Thane,"Ulhasnagar, Central Hospital, Nehru Chowk Road, Ulhasnagar",MD (Pathology),Government,YES,NO,24x7,KD-56 ,26-05-2014 ,25-05-2019,19.229578,73.165135,0
1563,JVP Blood Bank and Transfusion Centre Blood Bank,Maharashtra,THANE,Thane,"201, 213 Arenja Arcade Plot No. 4 Sec-17, Next to Apana Bazar, Vashi, Navi Mumbai",MD (Pathology),Private,YES,NO,24x7,KD/11 ,1/1/2012,31-12-2016,19.072305,73.000676,0
1564,Sankalp Blood Bank,Maharashtra,THANE,Thane,"Riddhi Siddhi, Opposite to ICICI Bank, Near Ramchandra Hall, Murbad Road Kalyan (W)","MBBS, MD",Private,YES,NO,24x7,KD-23  ,20-08-2001,Applied for renewal,19.241131,73.146766,0
1565,Jupiter Hospital Blood Bank,Maharashtra,THANE,Thane,"Jupiter Hospital, Eastern Express Highway, Service Road, Near Voltas,  Naupada, Thane (W)  ","MBBS, DPB  ",Private,YES,NO,24x7,KD/40 ,29-10-2007,Applied for renewal,19.209617,72.972405,0
1566,Plasma Diagnostic Lab and Blood Bank,Maharashtra,THANE,Thane,"Meghdoot, Building, Gopal Nagar, Hotel Janaki, Opposite to Manjunath School, Dombivali( E)",MD (Pathology),Charity,YES,NO,24x7,KD/111 ,11/2/2009,11/1/2014,19.215794,73.096159,0
1567,Vaidhya Blood Bank,Maharashtra,THANE,Thane,"1st Floor. Satyam Apartment, M.G. Road, Jeevan Jyot Hospital, Near Naupada Police Station, Thane (W)","MBBS, MD",Charity,YES,NO,24x7,KD/38/2006    ,26-09-2011,31-12-2016 ,19.187896,72.96724,0
1568,Mahatma Gandhi Mission Medical College and Hospital Blood Bank,Maharashtra,THANE,Thane,"Plot No. 1 and 2, Sector-18, Kamothe, Navi Mumbai","MBBS, MD (Pathology)",Charity,YES,NO,24x7,KD/36 ,5/4/2011,1/5/2016,19.003199,73.118362,0
1569,Navjeevan Blood Bank,Maharashtra,THANE,Thane,"Gokhale Road, Naupada, Near Dr.Mhaskar&#39;s Hospital, Thane (W)",MD (Pathology),Charity,YES,NO,24x7,KD-29 ,25-04-2008,Applied for renewal,19.187729,72.967926,0
1570,Sarla Blood Bank,Maharashtra,THANE,Thane,"Ravi Hospital, 1st Floor, 50 Anand Nagar, Navghar Vasai (W)",MBBS,Charity,YES,NO,24x7,KD/10 ,6/11/1999,Applied for renewal,19.255677,72.865577,0
1571,Tssia Blood Bank,Maharashtra,THANE,Thane,"Tssia House, Road No.P 26/T,Rd-16, Wagle Estate, Thane (W) ",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,19.194769,72.952884,0
1572,Katiya Charitable Trusts Bhiwandi Blood Bank,Maharashtra,THANE,Thane,"271, Second Floor, Al-Hera Complex, Teen Batti Bhiwandi, Thane",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,19.290856,0.0,0
1573,Kai Wamanrao Oak Blood Bank,Maharashtra,THANE,Thane,"Ghantali Mandir Road, Vishnu Nagar, Naupada, Thane","MBBS, DCP",Charity,YES,NO,24x7,KD-39 ,14-03-2012 ,13-03-2017,19.186459,72.975467,0
1574,Blood Line Blood Bank,Maharashtra,THANE,Thane,"Swargiya Dharmvir Anand Dighe Sankool, Tika No-10, Near Vikas Palm, Dr. Ambedkar Road, Thane (W) ",MD (Pathology),Charity,YES,NO,24x7,KD 22,8/10/2001,Applied for renewal,19.200762,72.97498,0
1575,Kalyan Dombivali Municipal Corporation Sponsored Nandakishore Education Society Arpan Blood Bank,Maharashtra,THANE,Thane,"2nd Floor, Bai Rukhminibal Hospital, Kalyan (W) ",MBBS,Charity,YES,NO,24x7,NKD/43/2009  ,2/12/2009,1/12/2014,19.244366,73.122511,0
1576,Smt. Devkaabai Kalyanji Chheda Amrutvahini Blood Bank,Maharashtra,THANE,Thane,"Ashirwad Apartment, 2nd Floor,  Dshsnu (E), Thane ",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,19.208377,72.847668,0
1577,Sanjeevan Blood Bank ,Maharashtra,THANE,Thane,"1st Floor, Indravati Hospital, Sector-3, Airoli, Navi Mumbai ",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,19.156842,72.997815,0
1578,Vijayee Blood Bank,Maharashtra,THANE,Thane,"Andrandes Bhavan 1st Floor, Plot No. 2, Sr. No 277-A, Behind Papdi Telephone Exchange, Near Sai Services,  Vasai (W) ",MD (Pathology),Charity,NO,NO,24x7,KD/45/2010 ,11/2/2010,11/1/2015,19.358711,72.811841,0
1579,Mira Bhayandar Municipal Corporation Rajeev Gandhi Blood Bank,Maharashtra,THANE,Thane,"C.S No.30/32 Poonam Sagar Complex, Near Allahabad Bank Mira Road (E), Thane",MBBS,Charity,YES,NO,24x7,KD-46,1/1/2012,31-12-2016,19.274233,72.861175,0
1580,"Maharashtra Blood Bank, Component and Apheresis Centre",Maharashtra,THANE,Thane,"C- Wing, 107/207, Kuldeep Arcade, Near Navli Railway Phatak, Station Road, Palghar (W), Thane ","MBBS, MD",Charity,YES,NO,24x7,KD/50 ,25-01-2012 ,24-01-2017,19.692902,72.772639,0
1581,Chidanand Charitable Trust Dombivali Blood Bank,Maharashtra,THANE,Thane,"Siddhi Hospital, Bajiprabhu Chowk, Dombivali (East) ",MD (Pathology),Charity,YES,NO,24x7,KD-2,31-01-1994,31-12-2017,19.212614,73.088869,0
1582,Seva Blood Bank,Maharashtra,THANE,Thane,"Pushpadev Apartment, Basement, Opposite to Manav Kalyan Kendra, Near Sarvesh Hall, Dombivali ",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,19.215715,73.091599,0
1583,Chhatrapati Shivaji Maharaj Hospital Blood Bank,Maharashtra,THANE,Thane,"Thane Belapur Road, Kalwa, Thane",MBBS,Government,NO,NO,24x7,KD-89 ,8/1/1992,28-12-2018,19.1922569,72.986723,0
1584,Navi Mumbai Municipal Corporation Blood Bank,Maharashtra,THANE,Thane,"General Hospital Vashi, Near Saint Mary Church, Sector-10, Vashi, Navi Mumbai","MBBS, DPB, MD (Pathology)",Government,YES,NO,24x7,KD/24 ,2/5/2007,2/4/2018,19.082788,72.996027,0
1585,Lokmanya TSSIA Blood Bank Thane,Maharashtra,THANE,Thane,"Tssia House, Road No. P 26/T, Road-16, Next to Thane Janata Sahakari Bank, Behind the Petrol Pump, Wagle Estate, Thane (W)",MBBS,Charity,YES,YES,24x7,kD/20 ,27-03-2009 ,26-03-2014,19.191526,72.95169,0
1586,M/s. Sadgurus Charitable Blood Bank,Maharashtra,THANE,Thane,Thane,MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
1587,M/s. Triumph Foundations Triumph Blood Bank,Maharashtra,THANE,Thane,Thane,MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
1588,Terna Blood Bank ,Maharashtra,THANE,Thane,Thane,MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
1589,"District - Civil Surgeon, General Hospital Blood Bank Wardha",Maharashtra,WARDHA,Wardha,"New Building, OPD 1st Floor General Hospital, Dr. Ambedkar Road, Near Jilha Parisad, Wardha",MD (Pathology),Government,YES,NO,24x7,ND/BB/09 ,17-11-2006,1/10/2018,20.737833,78.603162,0
1590,Kasturba Health Society Blood Bank,Maharashtra,WARDHA,Wardha,"Sevagram, Department of Pathology, MGIMS and Kasturba Hospital,  Sevagram, Wardha",MD (Pathology),Charity,YES,YES,24x7,ND/BB/13 ,1/1/2003,1/1/2017,20.739287,78.660927,0
1591,Jawaharlal Nehru Medical College Blood Bank,Maharashtra,WARDHA,Wardha,"Savangi (Meghe), Paloti Road, Wardha",MD (Pathology),Charity,YES,YES,24x7,ND/BB/04  ,22-04-12,21-04-2017,20.715824,78.575564,0
1592,"Civil Surgeon, General Hospital Blood Bank Washim",Maharashtra,WASHIM,Washim,"General Hospital Blood Bank, Near Akola Naka,  Washim ",MD (Pathology) ,Government,YES,NO,24x7,AMD/BB/29/2009 ,24-08-2009 ,23-08-2019,20.12259,77.127893,0
1593,Sau Kantadevi Dale Blood Bank,Maharashtra,WASHIM,Washim,"Maa Ganga Memorial Baheti Hospital, Akola Naka, Washim ",MD (Pathology),Charity,YES,YES,24x7,Amd/BB/27/2006,8/8/2006,7/8/2016,20.105396,77.143122,0
1594,Shri Vasantrao Naik Blood Bank ,Maharashtra,YAVATMAL,Yavatmal,"Government Medical College and Hospital, Yavatmal","MBBS, MD",Government,NO,NO,24x7,AMD/BB/21,2002,18-03-2017,20.39524,78.118668,0
1595,Laxmi Blood Bank,Maharashtra,YAVATMAL,Yavatmal,"Chiddarwar Hospital, Motinagar, Pusad, Yavatmal",MD (Pathology),Private,NO,NO,24x7,AMD/BB/7/1997  ,20-01-1997,Applied for renewal,19.906603,77.567708,0
1596,Satyashanti Blood Bank,Maharashtra,YAVATMAL,Yavatmal,"2nd Floor, Satyashanti Hospital, Opposite to Bus Stand, Pusad",MD (Pathology),Private,NO,NO,24x7,AMD/BB/19,2001,Applied for renewal,19.910776,77.569957,0
1597,Aishwarya Blood Bank,Maharashtra,YAVATMAL,Yavatmal,"Survey No.3/2, Godhani Road, Gurunanak Nagar, Near Amolakshand College, Mouza, Umarsara, Yavatmal","MBBS, MD (Pathology), DPB",Charity,NO,NO,24x7,AMD/BB/22  ,12/10/2001,31-12-2017,20.389322,78.118544,0
1598,Shri Gajanan Blood Bank And Components,Maharashtra,YAVATMAL,Yavatmal,"Property No: 71, Road No.9, 2nd Floor, Bajaj Satkar Bhavan, Yavatmal (m.s) ",MBBS,Charity,YES,NO,24x7,AMD/BB/28 /2008 ,24-09-2008 ,14-12-2017,20.418283,78.12953,0
1599,Ekneel Blood Bank,Maharashtra,YAVATMAL,Yavatmal,"Near City Centre, Datta Chowk",MD (Pathology),Charity,YES,NO,24x7,AMD/BB/27/2014  ,20-02-2014,19-02-2019,20.389322,78.118544,0
1600,District Hospital Blood Bank ,Manipur,CHURACHANDPUR,Churachandpur ,"Churachandpur District Hospital, IB Road, Hiangtam Lamka",MBBS,Government,NO,NO,24x7,1/Blood Bank/Biological /DHS-2015,28-02-2014,31-12-2018,24.343447,93.692909,0
1601,JNIMS Hospital Blood Bank and Transfusion Unit ,Manipur,IMPHAL EAST,Porompat,"JNIMS Hospital, 
Ryang Palli Road, Near TV Road
Porompat, Imphal East","MBBS, Certificate Course in Blood Banking and IHT",Government,NO,NO,24x7,2/Blood Bank/ Biological/DHS-2015,13-05-2015,12/5/2020,24.811173,93.961697,0
1602,Model Blood Bank - Department of IHBT,Manipur,IMPHAL WEST,Imphal,"RIIMS, Lamphalphelpat, Lamphel Road, Imphal","MBBS, MD",Government,YES,NO,24x7,1/Blood Bank/Biological/DHS-2015,13-05-2015,13-05-2020,24.815898,93.922827,0
1603,Shija Blood Bank and Transfusion Services   ,Manipur,IMPHAL WEST,Imphal,"Shija Hospital and Research Institute, Meitei Langol, Lamphelpat, Imphal","MBBS, DTM",Charity,YES,YES,24x7,09/Blood Bank/Biologicals/ DHS-2012,2012,19-11-2017,24.835805,93.914217,0
1604,District Hospital Blood Bank and Transfusion Unit,Manipur,THOUBAL,Thoubal,"District Hospital, Khangbok, Maning Leikai, Manipur","MBBS, MD",Government,NO,NO,24x7,2/Blood Bank/Biological /DHS-2014,28-02-2014,31-12-2018,24.624975,94.013034,0
1605,Military Hospital Blood Bank,Meghalaya,EAST KHASI HILLS,Shillong,"Military Hospital, Rilbong, Shillong","MBBS, MD",Government,NO,NO,24x7,5/DL/MFG,17-12-1996,31-12-2016,25.571624,91.873071,0
1606,Nazareth Hospital Blood Bank ,Meghalaya,EAST KHASI HILLS,Shillong ,"Nazareth Hospital, Laitumkhrah, Shillong ","MBBS, DCP",Charity,NO,NO,24x7,3/DL/MGF,1/1/2013,31-12-2017,25.571321,91.897913,0
1607," Regional Blood Bank, East Khasi Hills - Pasteur Institute",Meghalaya,EAST KHASI HILLS,Shillong,"Pasteur Institute, Pasteur Hill, Lawmali","MBBS, DCP",Government,YES,NO,24x7,34/DR/1966,1/1/2012,31-12-2016,25.583606,91.884132,0
1608,North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences Blood Bank,Meghalaya,EAST KHASI HILLS,Shillong,"North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences , Mawdiangdiang, Shillong","MBBS, MD",Government,YES,NO,24x7,12/DL/BB/MFG,22-01-2008,2018,25.591485,91.940381,0
1609,Dr. H. Gordon Roberts Hospital Blood Bank,Meghalaya,EAST KHASI HILLS,Shillong,"Jaiaw, Shillong                               ",MBBS,Charity,NO,NO,24x7,15/DL/BB/MFG,1/10/2015,New License,25.584829,91.875283,0
1610,Tura Civil Hospital Blood Bank,Meghalaya,WEST GARO HILLS,Tura,"Tura Civil Hospital, Dermile, Near Dermile Fuel Station
",MBBS,Government,NO,NO,24x7,11/DL/BB/MFG,12/3/2004,Applied for renewal,25.514811,90.203482,0
1611,Jowai Civil Hospital Blood Bank   ,Meghalaya,WEST JAINTIA HILLS,Jowai,"Jowai Civil Hospital, Durlong
Opp. Lower Primary School Panaliar,
Panaliar Towai",MBBS ,Government,NO,NO,24x7,141DL/BB/MFG,12/3/2014,11/3/2019,25.438521,92.199331,0
1612,Civil Hospital Blood Bank Aizawl,Mizoram,AIZAWL,Aizawl,"Block -B , Civil Hospital,
Near Millenium Centre,Aizawl
","MBBS, DIBT",Government,YES,NO,24x7,MDCA/BB/1,1/1/2013,31-12-2017,23.732287,92.716561,0
1613,Synod Hospital Blood Bank Durtlang,Mizoram,AIZAWL,Aizawl,"Blood Bank, Synod Hospital, Durtlang","MBBS, MD",Charity,YES,NO,24x7,MDCA/BB/2,17-03-1997,12/6/2017,23.772714,92.731326,0
1614,District Hospital Blood Bank Champhai,Mizoram,CHAMPHAI,Champhai,"District Hospital, Champhai
Vengsang Champhai
Near BSNL office Champhai","MBBS, MD (Pathology)",Government,NO,NO,24x7,MDCA/BB/5,28-07-2015,31-12-2019,23.48105,93.3097,0
1615,District Hospital Blood Bank Kolasib,Mizoram,KOLASIB,Kolasib,"Blood Bank, District Hospital, Kolasib
Venglai, Kolasib, Hospital Road","MBBS, MD Pathology",Government,NO,NO,24x7,MDCA/BB/7,9/8/2010,A/F renewal,24.231419,92.676799,0
1616,District Hospital Blood Bank Lawngtlai,Mizoram,LAWNGTLAI,Lawngtlai,"District Hospital, Electric veng, Near CMO office, Lawngtlai","MBBS, MD",Government,NO,NO,24x7,MDCA/BB/10,9/8/2010,A/F Renewal,22.536684,92.888179,0
1617,Civil Hospital Blood Bank,Mizoram,LUNGLEI,Lunglei,"Civil Hospital, Chanmari-2 Lunglei","MBBS, MD (Biochemistry)",Government,NO,NO,24x7,MDCA/BB/03,1/2/2010,A/F renewal,22.886385,92.744135,0
1618,Christian Hospital Blood Bank Serkawn,Mizoram,LUNGLEI,Serkawn,"Christian Hospital, Serkawn",MBBS,Charity,NO,NO,24x7,MDCA/BB/4,1/2/2010,31-12-2019,22.90691,92.758415,0
1619,District Hospital Blood Bank Mamit,Mizoram,MAMIT,Mamit,"Blood Bank, District Hospital,Lungsir, Mamit","MBBS, MD",Government,NO,NO,24x7,MDCA/BB/9,9/8/2010,A/F renewal,23.909365,92.494861,0
